Unnamed: 0,ID,Long,Lat,Country,Island,pop,REGION,geometry,id,cluster,Region
567,48810.0,-45.914643,60.639675,Greenland,Kangeq,133.0,ARCTIC OCEAN,POINT (-45.914643 60.639675),567,51,Europe
568,48841.0,-1.09927,60.605492,United Kingdom,Yell,1287.0,NORTHEAST ATLANTIC OCEAN,POINT (-1.09927 60.605492),568,50,Europe
569,48900.0,-0.887133,60.758492,United Kingdom,Unst,1443.0,NORTHEAST ATLANTIC OCEAN,POINT (-0.887133 60.758492),569,50,Europe
570,48944.0,4.696453,61.035757,Norway,Ytre Sula,117.0,ARCTIC OCEAN,POINT (4.696453 61.035757),570,48,Europe
571,48945.0,4.777246,61.069716,Norway,Steinsundoy,55.0,ARCTIC OCEAN,POINT (4.777246 61.069716),571,48,Europe
572,49028.0,-6.831975,61.533782,Faroe Islands,Sudhuroy,4080.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.831975 61.533782),572,52,Europe
573,49055.0,-6.77776,61.846964,Faroe Islands,Sandoy,1147.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.77776 61.846964),573,52,Europe
574,49063.0,-6.645204,61.983806,Faroe Islands,Nolsoy,381.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.645204 61.983806),574,52,Europe
575,49072.0,-7.592829,62.107672,Faroe Islands,Mykines,110.0,NORTHEAST ATLANTIC OCEAN,POINT (-7.592829 62.107672),575,52,Europe
576,49075.0,-7.250908,62.094234,Faroe Islands,Vagar,3478.0,NORTHEAST ATLANTIC OCEAN,POINT (-7.250908 62.094234),576,52,Europe
577,49084.0,-6.34693,62.271917,Faroe Islands,Svinoy,283.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.34693 62.271917),577,52,Europe
578,49087.0,-7.006853,62.139034,Faroe Islands,Streymoy,20690.0,NORTHEAST ATLANTIC OCEAN,POINT (-7.006853 62.139034),578,52,Europe
579,49088.0,-6.858421,62.216667,Faroe Islands,Eysturoy,10075.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.858421 62.216667),579,52,Europe
580,49093.0,-6.299149,62.337193,Faroe Islands,Fugloy,187.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.299149 62.337193),580,52,Europe
581,49096.0,-6.649397,62.308315,Faroe Islands,Kunoy,214.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.649397 62.308315),581,52,Europe
582,49097.0,-6.736734,62.297646,Faroe Islands,Kalsoy,334.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.736734 62.297646),582,52,Europe
583,49098.0,5.557193,62.353711,Norway,Nerlandsoya,456.0,ARCTIC OCEAN,POINT (5.557193 62.353711),583,53,Europe
584,49103.0,-6.500417,62.333016,Faroe Islands,Vidhoy,4022.0,NORTHEAST ATLANTIC OCEAN,POINT (-6.500417 62.333016),584,52,Europe
585,49117.0,5.996521,62.477148,Norway,Godoya,814.0,ARCTIC OCEAN,POINT (5.996521 62.477148),585,53,Europe
586,49163.0,6.461348,62.754641,Norway,Haroya,926.0,ARCTIC OCEAN,POINT (6.461348 62.754641),586,53,Europe
587,49196.0,21.171062,62.973671,Finland,Bergo,1165.0,BALTIC,POINT (21.171062 62.973671),587,54,Europe
588,49268.0,21.274124,63.229914,Finland,Vallgrund,3744.0,BALTIC,POINT (21.274124 63.229914),588,54,Europe
589,49283.0,21.336303,63.340662,Finland,Bjorkon,346.0,BALTIC,POINT (21.336303 63.340662),589,54,Europe
590,49286.0,22.017209,63.364094,Finland,Fjardsbadan,216.0,BALTIC,POINT (22.017209 63.364094),590,54,Europe
591,49299.0,-20.271378,63.432501,Iceland,Heimaey,3933.0,NORTHEAST ATLANTIC OCEAN,POINT (-20.271378 63.432501),591,-1,Europe
592,49312.0,8.01753,63.398982,Norway,Smola,1511.0,ARCTIC OCEAN,POINT (8.01753 63.398982),592,55,Europe
593,49337.0,8.556608,63.576353,Norway,Helgebostadoya,56.0,ARCTIC OCEAN,POINT (8.556608 63.576353),593,55,Europe
594,49351.0,8.736181,63.541608,Norway,Hitra,3277.0,ARCTIC OCEAN,POINT (8.736181 63.541608),594,55,Europe
595,49353.0,8.768755,63.649891,Norway,Dolma,3277.0,ARCTIC OCEAN,POINT (8.768755 63.649891),595,55,Europe
596,49354.0,9.090657,63.641616,Norway,Fjellvaeroya,230.0,ARCTIC OCEAN,POINT (9.090657 63.641616),596,55,Europe
597,49372.0,20.9137,63.725596,Sweden,Angeson,550.0,BALTIC,POINT (20.9137 63.725596),597,54,Europe
598,49385.0,8.650173,63.718974,Norway,Froya,3596.0,ARCTIC OCEAN,POINT (8.650173 63.718974),598,55,Europe
599,49492.0,-40.382255,64.351787,Greenland,Gerner O,32996.0,NORTHWEST ATLANTIC OCEAN,POINT (-40.382255 64.351787),599,-1,Europe
600,49568.0,39.971405,64.739669,Russia,Ostrov Kumbysh,115.0,ARCTIC OCEAN,POINT (39.971405 64.739669),600,-1,Europe
601,49603.0,-40.560545,64.697864,Greenland,Jens Munk O,32996.0,NORTHWEST ATLANTIC OCEAN,POINT (-40.560545 64.697864),601,-1,Europe
602,49616.0,11.053407,64.90479,Norway,Lysoya,3660.0,ARCTIC OCEAN,POINT (11.053407 64.90479),602,-1,Europe
603,49658.0,24.757215,65.026437,Finland,Hailuoto,929.0,BALTIC,POINT (24.757215 65.026437),603,-1,Europe
604,49684.0,35.699304,65.077007,Russia,Ostrov Solovetskiy,189.0,ARCTIC OCEAN,POINT (35.699304 65.077007),604,-1,Europe
605,49801.0,-37.140346,65.548737,Greenland,Kulusuk,176.0,NORTHEAST ATLANTIC OCEAN,POINT (-37.140346 65.548737),605,-1,Europe
606,49853.0,11.92039,65.659663,Norway,Vega,1182.0,ARCTIC OCEAN,POINT (11.92039 65.659663),606,-1,Europe
607,49925.0,-37.687169,65.722557,Greenland,Ammassalik O,886.0,NORTHEAST ATLANTIC OCEAN,POINT (-37.687169 65.722557),607,-1,Europe
608,49990.0,12.807655,66.259708,Norway,Tomma,72.0,ARCTIC OCEAN,POINT (12.807655 66.259708),608,-1,Europe
609,50036.0,-18.59407,64.990673,Iceland,Iceland,328476.0,ARCTIC OCEAN,POINT (-18.59407 64.990673),609,-1,Europe
610,50050.0,12.634647,66.581974,Norway,Nesoya,122.0,ARCTIC OCEAN,POINT (12.634647 66.581974),610,-1,Europe
611,50168.0,12.651284,67.669546,Norway,Vaeroya,575.0,ARCTIC OCEAN,POINT (12.651284 67.669546),611,56,Europe
612,50192.0,13.016773,67.97421,Norway,Moskenesoya,1036.0,ARCTIC OCEAN,POINT (13.016773 67.97421),612,56,Europe
613,50218.0,14.870391,68.272597,Norway,Stormolla,65.0,ARCTIC OCEAN,POINT (14.870391 68.272597),613,56,Europe
614,50227.0,13.814079,68.227833,Norway,Vestvagoya,10534.0,ARCTIC OCEAN,POINT (13.814079 68.227833),614,56,Europe
615,50239.0,14.647349,68.336166,Norway,Austvagoya,6860.0,ARCTIC OCEAN,POINT (14.647349 68.336166),615,56,Europe
616,50247.0,14.800666,68.543797,Norway,Hadseloya,4767.0,ARCTIC OCEAN,POINT (14.800666 68.543797),616,56,Europe
617,50292.0,14.914678,68.906145,Norway,Skogsoya,164.0,ARCTIC OCEAN,POINT (14.914678 68.906145),617,56,Europe
618,50302.0,16.461541,68.934538,Norway,Grytoya,455.0,ARCTIC OCEAN,POINT (16.461541 68.934538),618,56,Europe
619,50306.0,14.972206,68.757062,Norway,Gisloya,13496.0,ARCTIC OCEAN,POINT (14.972206 68.757062),619,56,Europe
620,50308.0,16.50531,69.007707,Norway,Bjarkoya,71.0,ARCTIC OCEAN,POINT (16.50531 69.007707),620,56,Europe
621,50322.0,15.796083,69.110429,Norway,Andoya,3928.0,ARCTIC OCEAN,POINT (15.796083 69.110429),621,56,Europe
622,50338.0,49.109156,69.11427,Russia,Ostrov Kolguyev,425.0,ARCTIC OCEAN,POINT (49.109156 69.11427),622,-1,Unknown
623,50353.0,17.472079,69.313896,Norway,Senja,6535.0,ARCTIC OCEAN,POINT (17.472079 69.313896),623,-1,Europe
624,50403.0,18.552617,69.678937,Norway,Kvaloya,10655.0,ARCTIC OCEAN,POINT (18.552617 69.678937),624,57,Europe
625,50421.0,19.661709,69.911785,Norway,Reinoya,166.0,ARCTIC OCEAN,POINT (19.661709 69.911785),625,57,Europe
626,50422.0,168.654627,69.783257,Russia,Ostrov Ayon,144.0,ARCTIC OCEAN,POINT (168.654627 69.783257),626,-1,Unknown
627,50434.0,19.17503,69.942408,Norway,Risholmen,901.0,ARCTIC OCEAN,POINT (19.17503 69.942408),627,57,Europe
628,50437.0,18.793463,70.06165,Norway,Rebbenesoya,59.0,ARCTIC OCEAN,POINT (18.793463 70.06165),628,57,Europe
629,50446.0,19.449799,70.128901,Norway,Helgoya,62.0,ARCTIC OCEAN,POINT (19.449799 70.128901),629,57,Europe
630,50464.0,20.594084,70.136239,Norway,Arnoya,428.0,ARCTIC OCEAN,POINT (20.594084 70.136239),630,57,Europe
631,50468.0,19.153786,70.180986,Norway,Nordkvaloya,76.0,ARCTIC OCEAN,POINT (19.153786 70.180986),631,57,Europe
632,50472.0,19.792669,70.146176,Norway,Vannoya,653.0,ARCTIC OCEAN,POINT (19.792669 70.146176),632,57,Europe
633,50497.0,59.477415,70.038525,Russia,Ostrov Vaygach,72.0,ARCTIC OCEAN,POINT (59.477415 70.038525),633,-1,Unknown
634,50539.0,23.261953,70.440636,Norway,Sievjo,248.0,ARCTIC OCEAN,POINT (23.261953 70.440636),634,58,Europe
635,50559.0,23.856034,70.626441,Norway,Kvaloya,9280.0,ARCTIC OCEAN,POINT (23.856034 70.626441),635,58,Europe
636,50609.0,24.029883,70.97367,Norway,Rolvsoya,57.0,ARCTIC OCEAN,POINT (24.029883 70.97367),636,58,Europe
637,50619.0,24.045782,71.065844,Norway,Favle-Izzat,95.0,ARCTIC OCEAN,POINT (24.045782 71.065844),637,58,Europe
638,50770.0,77.627737,72.429977,Russia,Ostrov Oleniy,130.0,ARCTIC OCEAN,POINT (77.627737 72.429977),638,-1,Unknown
639,50847.0,74.424246,72.996869,Russia,Ostrov Shokal'skogo,52.0,ARCTIC OCEAN,POINT (74.424246 72.996869),639,-1,Unknown
640,50899.0,54.378785,71.964077,Russia,Ostrov Medvezhiy,1428.0,ARCTIC OCEAN,POINT (54.378785 71.964077),640,-1,Unknown
641,50913.0,70.693493,73.257261,Russia,Ostrov Belyy,260.0,ARCTIC OCEAN,POINT (70.693493 73.257261),641,-1,Unknown
642,51154.0,140.755689,75.414805,Russia,Ostrov Skrytyy,73.0,ARCTIC OCEAN,POINT (140.755689 75.414805),642,-1,Unknown
643,51319.0,60.548613,75.250651,Russia,Novaya Zemlya,284.0,ARCTIC OCEAN,POINT (60.548613 75.250651),643,-1,Unknown
644,51374.0,-20.565326,77.621909,Greenland,,32996.0,ARCTIC OCEAN,POINT (-20.565326 77.621909),644,59,Europe
645,51391.0,-19.572101,77.902982,Greenland,,32996.0,ARCTIC OCEAN,POINT (-19.572101 77.902982),645,59,Europe
646,51392.0,-19.786494,77.84579,Greenland,,32996.0,ARCTIC OCEAN,POINT (-19.786494 77.84579),646,59,Europe
647,51404.0,-21.241094,77.910958,Greenland,,32996.0,ARCTIC OCEAN,POINT (-21.241094 77.910958),647,59,Europe
648,51534.0,-19.216786,79.143841,Greenland,,32996.0,ARCTIC OCEAN,POINT (-19.216786 79.143841),648,-1,Europe
649,51602.0,15.878883,78.609873,Svalbard and Jan Mayen,Spitsbergen,2366.0,ARCTIC OCEAN,POINT (15.878883 78.609873),649,-1,Unknown
650,51622.0,-19.24456,80.12291,Greenland,Lynn O,32996.0,ARCTIC OCEAN,POINT (-19.24456 80.12291),650,-1,Europe
651,51738.0,-19.655111,81.600881,Greenland,,32996.0,ARCTIC OCEAN,POINT (-19.655111 81.600881),651,-1,Europe
652,51755.0,-40.326348,82.681638,Greenland,Merqujoq O,32996.0,ARCTIC OCEAN,POINT (-40.326348 82.681638),652,-1,Europe
653,51775.0,-39.331083,83.346381,Greenland,Lockwood O,32996.0,ARCTIC OCEAN,POINT (-39.331083 83.346381),653,-1,Europe
654,52146.0,10.879286,33.792453,Tunisia,Ile de Jerba,171513.0,MEDITERRANEAN,POINT (10.879286 33.792453),654,60,Unknown
655,52156.0,11.043379,34.651332,Tunisia,Ile Gharbi,3052.0,MEDITERRANEAN,POINT (11.043379 34.651332),655,60,Unknown
656,52163.0,11.228166,34.743989,Tunisia,Ile Chergui,12502.0,MEDITERRANEAN,POINT (11.228166 34.743989),656,60,Unknown
657,52165.0,24.08851,34.841309,Greece,Nisos Gavdos,125.0,MEDITERRANEAN,POINT (24.08851 34.841309),657,-1,Europe
658,52202.0,26.920845,35.39057,Greece,Nisos Kasos,1108.0,MEDITERRANEAN,POINT (26.920845 35.39057),658,61,Europe
659,52214.0,12.584235,35.513458,Italy,Isola di Lampedusa,4823.0,MEDITERRANEAN,POINT (12.584235 35.513458),659,-1,Europe
660,52223.0,24.844308,35.230793,Greece,Nisos Kriti,608305.0,MEDITERRANEAN,POINT (24.844308 35.230793),660,-1,Europe
661,52224.0,33.226618,35.050397,Cyprus,Cyprus,1237851.0,MEDITERRANEAN,POINT (33.226618 35.050397),661,-1,Europe
662,52232.0,27.156411,35.595579,Greece,Nisos Karpathos,5896.0,MEDITERRANEAN,POINT (27.156411 35.595579),662,61,Europe
663,52238.0,23.302799,35.865573,Greece,Nisos Antikythira,210.0,MEDITERRANEAN,POINT (23.302799 35.865573),663,-1,Europe
664,52239.0,27.220204,35.864672,Greece,Nisida Saria,468.0,MEDITERRANEAN,POINT (27.220204 35.864672),664,61,Europe
665,52245.0,14.439966,35.888256,Malta,Malta,407496.0,MEDITERRANEAN,POINT (14.439966 35.888256),665,-1,Europe
666,52252.0,14.252121,36.04701,Malta,Ghawdex,33307.0,MEDITERRANEAN,POINT (14.252121 36.04701),666,-1,Europe
667,52295.0,27.570501,36.228763,Greece,Nisos Chalki,368.0,MEDITERRANEAN,POINT (27.570501 36.228763),667,61,Europe
668,52317.0,22.983926,36.247219,Greece,Nisi Kythira,3676.0,MEDITERRANEAN,POINT (22.983926 36.247219),668,-1,Europe
669,52319.0,25.782129,36.367297,Greece,Nisos Anafi,282.0,MEDITERRANEAN,POINT (25.782129 36.367297),669,61,Europe
670,52323.0,27.952756,36.184828,Greece,Nisos Rodos,122478.0,MEDITERRANEAN,POINT (27.952756 36.184828),670,61,Europe
671,52324.0,25.34036,36.434556,Greece,Nisos Thirasia,1022.0,MEDITERRANEAN,POINT (25.34036 36.434556),671,61,Europe
672,52327.0,25.435384,36.399168,Greece,Nisos Thira,15033.0,MEDITERRANEAN,POINT (25.435384 36.399168),672,61,Europe
673,52328.0,27.36326,36.428706,Greece,Nisos Tilos,841.0,MEDITERRANEAN,POINT (27.36326 36.428706),673,61,Europe
674,52365.0,27.168116,36.587829,Greece,Nisos Nisyros,768.0,MEDITERRANEAN,POINT (27.168116 36.587829),674,61,Europe
675,52374.0,27.833654,36.59268,Greece,Nisos Symi,2756.0,MEDITERRANEAN,POINT (27.833654 36.59268),675,61,Europe
676,52388.0,24.90147,36.627915,Greece,Nisos Folegandros,815.0,MEDITERRANEAN,POINT (24.90147 36.627915),676,61,Europe
677,52414.0,25.120993,36.679501,Greece,Nisos Sikinos,275.0,MEDITERRANEAN,POINT (25.120993 36.679501),677,61,Europe
678,52453.0,25.326532,36.721413,Greece,Nisos Ios,2117.0,MEDITERRANEAN,POINT (25.326532 36.721413),678,61,Europe
679,52470.0,11.994308,36.78758,Italy,Isola di Pantelleria,6988.0,MEDITERRANEAN,POINT (11.994308 36.78758),679,-1,Europe
680,52473.0,24.558818,36.808729,Greece,Nisos Kimolos,879.0,MEDITERRANEAN,POINT (24.558818 36.808729),680,61,Europe
681,52482.0,25.453735,36.840294,Greece,Nisos Irakleia,852.0,MEDITERRANEAN,POINT (25.453735 36.840294),681,61,Europe
682,52500.0,27.133778,36.81823,Greece,Nisos Kos,34809.0,MEDITERRANEAN,POINT (27.133778 36.81823),682,61,Europe
683,52507.0,25.900659,36.846039,Greece,Nisos Amorgos,1943.0,MEDITERRANEAN,POINT (25.900659 36.846039),683,61,Europe
684,52550.0,24.701654,36.971612,Greece,Nisi Sifnos,2322.0,MEDITERRANEAN,POINT (24.701654 36.971612),684,61,Europe
685,52553.0,25.054089,36.999607,Greece,Nisos Antiparos,974.0,MEDITERRANEAN,POINT (25.054089 36.999607),685,61,Europe
686,52560.0,26.97388,36.99175,Greece,Nisi Kalymnos,17280.0,MEDITERRANEAN,POINT (26.97388 36.99175),686,61,Europe
687,52582.0,25.813254,37.108901,Greece,Nisos Donousa,435.0,MEDITERRANEAN,POINT (25.813254 37.108901),687,61,Europe
688,52590.0,25.192712,37.060165,Greece,Nisos Paros,14419.0,MEDITERRANEAN,POINT (25.192712 37.060165),688,61,Europe
689,52603.0,26.832216,37.150829,Greece,Nisos Leros,7115.0,MEDITERRANEAN,POINT (26.832216 37.150829),689,61,Europe
690,52604.0,25.483998,37.061014,Greece,Nisos Naxos,16744.0,MEDITERRANEAN,POINT (25.483998 37.061014),690,61,Europe
691,52606.0,24.481477,37.160329,Greece,Nisos Serifos,1336.0,MEDITERRANEAN,POINT (24.481477 37.160329),691,61,Europe
692,52648.0,26.752479,37.30243,Greece,Nisida Leipsoi,768.0,MEDITERRANEAN,POINT (26.752479 37.30243),692,61,Europe
693,52692.0,25.227849,37.404505,Greece,Nisos Rineia,197.0,MEDITERRANEAN,POINT (25.227849 37.404505),693,61,Europe
694,52698.0,26.966827,37.462104,Greece,Nisida Agathonision,173.0,MEDITERRANEAN,POINT (26.966827 37.462104),694,61,Europe
695,52700.0,24.416916,37.391909,Greece,Nisos Kythnos,1389.0,MEDITERRANEAN,POINT (24.416916 37.391909),695,61,Europe
696,52707.0,25.374476,37.453844,Greece,Nisi Mykonos,10414.0,MEDITERRANEAN,POINT (25.374476 37.453844),696,61,Europe
697,52711.0,24.914292,37.432629,Greece,Nisos Syros,20795.0,MEDITERRANEAN,POINT (24.914292 37.432629),697,61,Europe
698,52728.0,26.435091,37.583228,Greece,Nisida Thymaina,81.0,MEDITERRANEAN,POINT (26.435091 37.583228),698,61,Europe
699,52742.0,25.131794,37.603989,Greece,Nisos Tinos,9029.0,MEDITERRANEAN,POINT (25.131794 37.603989),699,61,Europe
700,52746.0,24.331208,37.613044,Greece,Nisos Kea,1910.0,MEDITERRANEAN,POINT (24.331208 37.613044),700,61,Europe
701,52747.0,26.152098,37.596201,Greece,Nisos Ikaria,8250.0,MEDITERRANEAN,POINT (26.152098 37.596201),701,61,Europe
702,52760.0,23.490785,37.734162,Greece,Nisos Aigina,11530.0,MEDITERRANEAN,POINT (23.490785 37.734162),702,61,Europe
703,52772.0,26.810983,37.733592,Greece,Nisos Samos,32212.0,MEDITERRANEAN,POINT (26.810983 37.733592),703,61,Europe
704,52802.0,20.774553,37.785044,Greece,Nisos Zakynthos,38401.0,MEDITERRANEAN,POINT (20.774553 37.785044),704,-1,Europe
705,52805.0,12.318978,37.927938,Italy,Isola Favignana,3663.0,MEDITERRANEAN,POINT (12.318978 37.927938),705,-1,Europe
706,52815.0,12.057456,37.970554,Italy,Isola Marettimo,108.0,MEDITERRANEAN,POINT (12.057456 37.970554),706,-1,Europe
707,52817.0,24.848918,37.857307,Greece,Nisos Andros,9762.0,MEDITERRANEAN,POINT (24.848918 37.857307),707,61,Europe
708,52909.0,14.970699,38.395055,Italy,Isola Vulcano,628.0,MEDITERRANEAN,POINT (14.970699 38.395055),708,62,Europe
709,52927.0,20.574409,38.222972,Greece,Nisos Kefallinia,31870.0,MEDITERRANEAN,POINT (20.574409 38.222972),709,-1,Europe
710,52943.0,14.936326,38.487207,Italy,Isola Lipari,5853.0,MEDITERRANEAN,POINT (14.936326 38.487207),710,62,Europe
711,52947.0,26.227946,38.523378,Greece,Nisos Oinoussai,739.0,MEDITERRANEAN,POINT (26.227946 38.523378),711,61,Europe
712,52957.0,14.839468,38.562349,Italy,Isola Salina,2372.0,MEDITERRANEAN,POINT (14.839468 38.562349),712,62,Europe
713,52962.0,26.016455,38.401655,Greece,Nisi Chios,52025.0,MEDITERRANEAN,POINT (26.016455 38.401655),713,61,Europe
714,52963.0,25.582606,38.572835,Greece,Nisos Psara,296.0,MEDITERRANEAN,POINT (25.582606 38.572835),714,61,Europe
715,52999.0,1.458441,38.692306,Spain,Isla de Formentera,8620.0,MEDITERRANEAN,POINT (1.458441 38.692306),715,-1,Europe
716,53002.0,15.215342,38.792724,Italy,Isola Stromboli,1875.0,MEDITERRANEAN,POINT (15.215342 38.792724),716,62,Europe
717,53037.0,24.553461,38.865323,Greece,Nisos Skyros,2668.0,MEDITERRANEAN,POINT (24.553461 38.865323),717,61,Europe
718,53048.0,23.793427,38.555118,Greece,Nisis Kheliatho,166760.0,MEDITERRANEAN,POINT (23.793427 38.555118),718,61,Europe
719,53063.0,8.410389,39.041493,Italy,Isola di Sant'Antioco,13098.0,MEDITERRANEAN,POINT (8.410389 39.041493),719,-1,Europe
720,53065.0,1.41095,38.983251,Spain,Isla de Ibiza,132134.0,MEDITERRANEAN,POINT (1.41095 38.983251),720,-1,Europe
721,53083.0,2.943801,39.14508,Spain,Isla Cabrera,127.0,MEDITERRANEAN,POINT (2.943801 39.14508),721,-1,Europe
722,53091.0,8.275109,39.140917,Italy,Isola di San Pietro,6029.0,MEDITERRANEAN,POINT (8.275109 39.140917),722,-1,Europe
723,53100.0,23.690033,39.129154,Greece,Nisos Skopelos,2458.0,MEDITERRANEAN,POINT (23.690033 39.129154),723,61,Europe
724,53107.0,20.163752,39.206052,Greece,Nisos Paxoi,1850.0,MEDITERRANEAN,POINT (20.163752 39.206052),724,63,Europe
725,53108.0,23.910454,39.20938,Greece,Nisos Alonnisos,3123.0,MEDITERRANEAN,POINT (23.910454 39.20938),725,61,Europe
726,53129.0,24.071346,39.330099,Greece,Nisos Kyra Panagia,89.0,MEDITERRANEAN,POINT (24.071346 39.330099),726,61,Europe
727,53153.0,25.006254,39.517397,Greece,Nisos Agios Efstratios,295.0,MEDITERRANEAN,POINT (25.006254 39.517397),727,61,Europe
728,53169.0,19.847571,39.633964,Greece,Nisos Kerkyra,89024.0,MEDITERRANEAN,POINT (19.847571 39.633964),728,63,Europe
729,53172.0,19.397796,39.853086,Greece,Nisos Othonoi,423.0,MEDITERRANEAN,POINT (19.397796 39.853086),729,63,Europe
730,53185.0,2.956607,39.613452,Spain,Isla de Mallorca,944934.0,MEDITERRANEAN,POINT (2.956607 39.613452),730,-1,Europe
731,53195.0,25.225558,39.9137,Greece,Nisos Limnos,18095.0,MEDITERRANEAN,POINT (25.225558 39.9137),731,61,Europe
732,53200.0,4.073689,39.960245,Spain,Isla de Menorca,114164.0,MEDITERRANEAN,POINT (4.073689 39.960245),732,-1,Europe
733,53207.0,25.839947,40.161488,Turkey,Gokceada,16960.0,MEDITERRANEAN,POINT (25.839947 40.161488),733,61,Europe
734,53223.0,25.584818,40.454296,Greece,Nisos Samothraki,2616.0,MEDITERRANEAN,POINT (25.584818 40.454296),734,61,Europe
735,53229.0,27.511202,40.503646,Turkey,Turkeli Adasi,2498.0,MEDITERRANEAN,POINT (27.511202 40.503646),735,-1,Europe
736,53236.0,28.533322,40.539435,Turkey,Imrali Adasi,60.0,MEDITERRANEAN,POINT (28.533322 40.539435),736,-1,Europe
737,53252.0,27.621366,40.622009,Turkey,Marmara Adasi,9673.0,MEDITERRANEAN,POINT (27.621366 40.622009),737,-1,Europe
738,53257.0,13.905547,40.725858,Italy,Isola d' Ischia,54890.0,MEDITERRANEAN,POINT (13.905547 40.725858),738,-1,Europe
739,53264.0,24.653246,40.685033,Greece,Nisos Thasos,12755.0,MEDITERRANEAN,POINT (24.653246 40.685033),739,-1,Europe
740,53324.0,9.463804,41.212054,Italy,Isola Caprera,878.0,MEDITERRANEAN,POINT (9.463804 41.212054),740,-1,Europe
741,53330.0,9.036224,40.090224,Italy,Isola di Sardegna,1661432.0,MEDITERRANEAN,POINT (9.036224 40.090224),741,-1,Europe
742,53331.0,9.411553,41.233204,Italy,Isola Maddalena,8458.0,MEDITERRANEAN,POINT (9.411553 41.233204),742,-1,Europe
743,53385.0,10.309248,42.33214,Italy,Isola di Montecristo,67.0,MEDITERRANEAN,POINT (10.309248 42.33214),743,37,Europe
744,53387.0,10.901248,42.354098,Italy,Isola del Giglio,1032.0,MEDITERRANEAN,POINT (10.901248 42.354098),744,37,Europe
745,53570.0,35.43774,-21.87475,Mozambique,Ilha de Santo Antonio,246.0,INDIAN OCEAN,POINT (35.43774 -21.87475),745,-1,Unknown
746,53584.0,35.466064,-21.658697,Mozambique,Ilha do Bazaruto,2524.0,INDIAN OCEAN,POINT (35.466064 -21.658697),746,-1,Unknown
747,53611.0,55.532685,-21.133348,Reunion,Ilet du Gros Galet,839804.0,INDIAN OCEAN,POINT (55.532685 -21.133348),747,-1,APAC
748,53663.0,57.571984,-20.283626,Mauritius,Mauritius,1283403.0,INDIAN OCEAN,POINT (57.571984 -20.283626),748,-1,APAC
749,53693.0,63.421348,-19.716703,Mauritius,Ile Rodrigues,39001.0,INDIAN OCEAN,POINT (63.421348 -19.716703),749,-1,APAC
750,53698.0,44.455316,-19.620774,Madagascar,,755.0,INDIAN OCEAN,POINT (44.455316 -19.620774),750,-1,APAC
751,53829.0,49.912718,-16.894686,Madagascar,Nosy Sainte Marie,27028.0,INDIAN OCEAN,POINT (49.912718 -16.894686),751,-1,APAC
752,53855.0,11.704911,-16.595546,Angola,Ilha da Baia dos Tigres,141.0,SOUTHEAST ATLANTIC OCEAN,POINT (11.704911 -16.595546),752,-1,Unknown
753,54042.0,47.598136,-14.549928,Madagascar,Nosy Lava,395.0,INDIAN OCEAN,POINT (47.598136 -14.549928),753,64,APAC
754,54071.0,47.800797,-14.020192,Madagascar,Nosy Berafia,1213.0,INDIAN OCEAN,POINT (47.800797 -14.020192),754,64,APAC
755,54110.0,48.347624,-13.470854,Madagascar,Nosy Ambariovato,1596.0,INDIAN OCEAN,POINT (48.347624 -13.470854),755,64,APAC
756,54116.0,48.481403,-13.334218,Madagascar,Nosy Faly,1217.0,INDIAN OCEAN,POINT (48.481403 -13.334218),756,64,APAC
757,54123.0,48.265602,-13.323622,Madagascar,Nosy Be,80973.0,INDIAN OCEAN,POINT (48.265602 -13.323622),757,64,APAC
758,54153.0,48.592926,-12.890405,Madagascar,Nosy Mitsio,295.0,INDIAN OCEAN,POINT (48.592926 -12.890405),758,64,APAC
759,54164.0,45.281105,-12.785322,Mayotte,Ilot Dzaoudzi,25359.0,INDIAN OCEAN,POINT (45.281105 -12.785322),759,65,APAC
760,54179.0,45.143921,-12.823991,Mayotte,Mayotte,218112.0,INDIAN OCEAN,POINT (45.143921 -12.823991),760,65,APAC
761,54254.0,43.734357,-12.322965,Comoros,Chissioua Bouelamiradji,43035.0,INDIAN OCEAN,POINT (43.734357 -12.322965),761,65,APAC
762,54277.0,44.436436,-12.222163,Comoros,Ndzuwani,319390.0,INDIAN OCEAN,POINT (44.436436 -12.222163),762,65,APAC
763,54294.0,43.354209,-11.662581,Comoros,Grande Comore,394093.0,INDIAN OCEAN,POINT (43.354209 -11.662581),763,65,APAC
764,54307.0,40.66773,-11.024411,Mozambique,Ilha Vamizi,160.0,INDIAN OCEAN,POINT (40.66773 -11.024411),764,-1,APAC
765,54411.0,39.780377,-7.999779,Tanzania,Juani Island,890.0,INDIAN OCEAN,POINT (39.780377 -7.999779),765,-1,Unknown
766,54422.0,39.77276,-7.855588,Tanzania,Mafia Island,53764.0,INDIAN OCEAN,POINT (39.77276 -7.855588),766,-1,Unknown
